userId,video_id,rating
5,cZYNADOHhVY,3.3
5,7_FJUSBFbJM,3.6
5,0r-zYs6NQu8,3.9
5,7_FJUSBFbJM,5.0
5,6mDsa-AqNcQ,3.9
5,cZYNADOHhVY,4.2
5,D5bEwcJ8eCI,3.4
5,jGiqc3HSxEg,5.0
5,rvskMHn0sqQ,4.7
5,d99_h30swtM,2.6
5,Bm8rz-llMhE,4.8
5,Da-2h2B4faU,4.2
5,aq-phmpUJ_E,4.2
5,V6ElE2xs48c,3.0
5,c8W-auqg024,3.2
5,lM0yu7c6lQk,3.3
5,1PhPYr_9zRY,2.2
5,JZ6cvJVULp4,4.6
5,o2m06SDQJCI,3.3
5,uSTNyHkde08,3.1
5,5g20u8EfMdg,3.2
5,1QmPCVW6jOs,5.0
5,YI3tsmFsrOg,3.9
5,V6ElE2xs48c,3.5
5,XZo5o1Y0h9o,3.3
5,V6ElE2xs48c,3.2
5,xDsMX18qSfE,4.4
5,GO_Jxa6dWyo,3.7
5,7_FJUSBFbJM,3.3
5,#NOME?,4.1
5,Q-v4LsbFc5c,3.5
5,GO_Jxa6dWyo,4.3
5,kJzSzGbfc0k,5.0
5,e6XeP9gQPmg,3.5
5,kl39KHS07Xc,4.7
5,V6ElE2xs48c,5.0
5,6Km34EXxGZ4,4.4
5,7_FJUSBFbJM,3.4
5,IvAvHjYoLUU,3.2
5,hV-yHbbrKRA,2.5
5,rvskMHn0sqQ,5.0
5,V6ElE2xs48c,5.0
5,pH7VfJDq7f4,5.0
5,wgiW1uFZYr8,4.4
5,bcPTiiiYDs8,3.1
5,lM0yu7c6lQk,3.0
5,7OsFH1XBUG8,3.7
5,R9OHn5ZF4Uo,4.5
5,bVMVxJJ7P8M,4.0
5,Q1CFfU2gXHw,4.5
5,i1AHCaokqhg,5.0
5,7_FJUSBFbJM,4.3
5,7_FJUSBFbJM,5.0
5,6wHVgiM0R54,3.7
5,V6ElE2xs48c,3.3
5,AkCLxl3MzNA,2.6
5,ZrP0Mqj9U_c,4.9
5,kJzSzGbfc0k,3.8
5,7Bq_H1ci9ec,3.6
5,DMKcO-T5Y4o,3.9
5,s7zVYJDj2Ok,3.3
5,R9OHn5ZF4Uo,3.6
5,YI3tsmFsrOg,5.0
5,gTF8KYoJkMM,4.1
5,7_FJUSBFbJM,5.0
5,0zZ0Y_UZRBw,2.8
5,e7sIvcYmuk0,4.3
5,V6ElE2xs48c,3.8
5,3pCCjHDPq6U,3.3
5,hV-yHbbrKRA,4.0
5,QAt8kU3TQfQ,4.2
5,zsoh0Y_VXdY,2.7
5,Q1CFfU2gXHw,3.6
5,rvskMHn0sqQ,4.1
5,V6ElE2xs48c,4.3
5,V6ElE2xs48c,4.2
6,xfmipNU4Odc,3.9
6,-7UzyXO-mzk,3.1
6,wGjplV12k10,3.1
6,vll33KEoCcc,3.1
6,lG8fWx982Qs,4.5
6,lM0yu7c6lQk,3.0
6,V6ElE2xs48c,5.0
6,V6ElE2xs48c,3.6
6,Q1CFfU2gXHw,4.6
6,7_FJUSBFbJM,2.9
6,7_FJUSBFbJM,4.8
6,nUDX6OCXEyc,3.1
6,nk-_RJcWd4M,2.8
6,8KgiaRPxRnQ,5.0
6,KBlmLfHSKFs,4.0
6,SzB-tnaU0cM,5.0
6,eMobkagZu64,5.0
6,je_0dC12gOs,4.1
6,odHhIVjDgq8,4.1
6,V6ElE2xs48c,3.7
6,faYA_upR_a0,3.5
6,lM0yu7c6lQk,4.4
6,6hTzM1BPdU8,3.6
6,7_FJUSBFbJM,3.3
6,V6ElE2xs48c,4.0
6,lM0yu7c6lQk,5.0
6,l_lblj8Cq0o,2.0
6,C7mxTEskjQg,5.0
6,Ugcz3EaGodE,4.2
6,MIQKlHSD89E,4.1
6,htBvEmGPhAc,4.5
6,lM0yu7c6lQk,5.0
6,V6ElE2xs48c,4.7
6,7_FJUSBFbJM,3.2
6,xfmipNU4Odc,5.0
6,6Km34EXxGZ4,3.4
6,sfMwXjNo3Rs,3.8
6,oXE-ssvbhQA,3.2
6,Hi91aDmYI2E,4.7
6,YHDbsyyjld0,4.3
6,V6ElE2xs48c,3.0
6,BZt0qjTWNhw,2.9
6,Q1CFfU2gXHw,4.0
6,Q1CFfU2gXHw,5.0
6,KNEVjhCXZB4,4.6
6,fmqcXfcrAis,4.1
6,7HIt7pA4WqY,2.2
6,iz4bGGhf9Xc,2.9
6,5g2UZr5RGgg,3.1
6,#NOME?,4.4
6,7_FJUSBFbJM,5.0
6,Nsm8l89x2H4,2.8
6,lM0yu7c6lQk,5.0
6,V6ElE2xs48c,4.3
6,9NC2saE5MbQ,3.7
6,7_FJUSBFbJM,4.7
6,7_FJUSBFbJM,3.8
6,Bs5Ml7_2wT0,4.3
6,3jtjkXSvuJw,3.5
6,faYA_upR_a0,4.8
6,q1mE6MRHz6U,4.9
6,nDoQqQUa9C8,3.7
7,b2EOxGUuBWA,3.2
7,EbbL8NhdTQE,5.0
7,CUNq2_VjRn4,5.0
7,y8lFgF_IjPw,4.6
7,3uGIEY7tdg8,4.7
7,oJToMo97UOU,4.9
7,TX0UsGn0GPc,2.8
7,JVHFMBfG-cM,5.0
7,A2dIL4sf4TQ,4.1
7,h-w7QZo0XSc,4.2
7,biIRlcQqmOc,4.0
7,YFHHGETsxkE,2.8
7,v7H_Or9Nr5I,5.0
7,WACO9TqZEh0,4.4
7,cI5RYgvPHLU,4.5
7,e1bEWoblGZA,3.6
7,1WREZPc-kqQ,4.7
7,fy5hua8oEVQ,4.1
7,tJfDBSWYqU8,2.6
7,XHkAjUVoQME,3.9
7,Z9cB0TjfIkM,5.0
7,aj_8zEqGh0M,3.1
7,425M4M3Opkk,3.9
7,lWHZKP6xXHU,5.0
7,ulNswX3If6U,4.8
7,ESyJop31cmY,5.0
7,YFHHGETsxkE,4.3
7,IPgdIHV_zMo,3.4
7,7FM_MfpYOLU,4.5
7,TjXQzRWmb_I,4.2
7,0URpDxIjZrQ,4.4
7,ulNswX3If6U,5.0
7,Z48OG9917mg,3.3
7,jD83QaWy8LI,3.2
7,Csnsq9f_ZkQ,4.3
7,uBYzYji4rmE,4.4
7,tJfDBSWYqU8,4.1
7,Isvqg90LhqM,3.6
7,cMtHByGJ8Ao,3.9
7,QRl9IO2ORGE,5.0
7,uTH--XRCGxM,3.8
7,Zh4c5IrllBg,3.1
7,20bpjtCbCz0,4.1
7,baj6llvgpWA,3.8
7,mwgUesU1pz4,3.9
7,AiH3nDqWr9I,4.1
7,mwgUesU1pz4,3.1
7,ykHeGtN4m94,3.7
7,Nb_t6X541yo,5.0
7,8-Cjsnq8kVU,2.9
7,GABCneYEE84,4.2
7,CUNq2_VjRn4,4.2
7,b2EOxGUuBWA,4.2
7,XiHiW4N7-bo,4.2
7,kWku5rgaJWM,5.0
7,RMWTNik9i_8,5.0
7,_zhR6d6LDzM,3.7
7,F4qfN5UeFvQ,3.6
7,b9lb2x_OHOk,4.0
7,XWrB4qOF_UA,4.4
7,DgljcMqPG98,4.0
7,R9s5_Ji33xY,3.8
7,caCdf94Blfw,5.0
7,yXLo4iOb3GU,4.1
7,TM8hwHtWSJg,3.6
7,8-Cjsnq8kVU,3.8
7,C6SZa5U8sIg,3.7
7,y4EbUvQ4a5s,3.2
7,4ubwGb-vLA0,5.0
7,UhiXEgqhBWs,3.7
7,6S9c5nnDd_s,3.6
7,EudArMNjbP0,3.9
7,ulNswX3If6U,3.3
7,h-w7QZo0XSc,3.5
7,RoIJtobSOqc,4.2
7,3D_ZODCSKXo,3.4
7,fNtLIcyjsnI,3.6
7,#NOME?,3.5
7,bI31WqFDxNs,5.0
7,uYaN4OLxm08,4.3
7,h-w7QZo0XSc,3.9
7,IPgdIHV_zMo,4.1
7,3uGIEY7tdg8,4.1
7,AiH3nDqWr9I,4.5
7,ulNswX3If6U,3.5
7,E9eAshaPvYw,4.3
7,rX61Rpc7zWg,2.9
7,J4vdqPcGJI4,4.4
7,Hlch9lKAeXo,4.8
7,PluaPvhkIMU,3.9
7,ve3oQBjcAGI,4.8
7,UmFS7No3t8Y,4.9
7,phGlo_TNDp0,3.0
7,OZsYiWBgFOk,3.8
7,ulNswX3If6U,3.8
7,UEhsFEgsI5U,4.8
7,rwFfo61fVSY,5.0
7,GeF_5qo00Uw,3.6
7,x4TZEVqKIvs,2.9
7,anDIlMVgNwk,2.9
7,YFHHGETsxkE,3.1
7,Kf2-86o5S1o,3.2
7,pccxxvvkHQQ,3.8
7,v7H_Or9Nr5I,4.0
7,AoswyJLilgo,3.9
7,A3_c-aSZF5M,3.3
7,nQ1aD_3igFE,4.8
7,lGEY8IulWiA,2.5
7,mcsTWPSMDtg,5.0
7,QmAbpXRNuYA,3.2
7,6S9c5nnDd_s,4.3
7,DEXfRMTRJss,4.8
7,Ept29ceiVfk,3.7
7,mD4jp2HHu0g,3.7
7,_wNZbgBPz1Q,2.2
7,YQ1cEC6FZRg,5.0
7,DgljcMqPG98,3.2
7,jQR_Bp66u9w,4.3
7,p9wE8dyzEJE,4.4
7,mlJGtSg5oRw,5.0
8,S4vKQbpOn5k,5.0
8,yI7qQ85DTZY,5.0
8,V6ElE2xs48c,5.0
8,wNhYCsu3WWk,5.0
8,oRSm7DUvykk,3.9
8,V6ElE2xs48c,3.9
8,lM0yu7c6lQk,3.9
8,V6ElE2xs48c,2.5
8,R9s5_Ji33xY,2.8
8,UQtt9I6c-YM,4.2
8,X-zPrXJpiAw,2.2
8,_oZIbFolJTw,3.5
8,x4TZEVqKIvs,3.0
8,drg74wOy8z8,3.8
8,dvJWgErHi7A,3.9
8,Csnsq9f_ZkQ,4.1
8,QF031DwMffQ,2.9
8,pl-DjiO8das,4.9
8,7_FJUSBFbJM,2.7
8,rX61Rpc7zWg,4.4
8,f4FuOi9rvKw,2.9
8,1vc1cKeor5A,5.0
8,V6ElE2xs48c,3.3
8,MnKbM9Zxtn8,3.5
8,ulNswX3If6U,4.1
8,7_FJUSBFbJM,4.3
8,pWqRw4NfFDA,2.4
8,V6ElE2xs48c,4.2
8,LLOB5uG6zSQ,2.4
8,b2EOxGUuBWA,3.8
8,LnA4DGoihak,3.9
8,7HGCE6-LMBg,4.6
8,0GKC_nj7B44,4.7
8,7_FJUSBFbJM,2.6
8,R8hccXRk3MI,3.5
8,aYnyMPc3LQ4,4.5
8,AiH3nDqWr9I,4.9
8,NWQqJDGo4Z4,4.5
8,GDUncuEErzQ,2.9
8,gvZW4Lh-8Mc,1.9
8,h9O-JH4DtiQ,3.2
8,jWkOwC7vMb4,3.8
8,V6ElE2xs48c,2.6
8,f4FuOi9rvKw,4.8
8,hjZJaf6FbOw,3.4
8,MnKbM9Zxtn8,3.5
8,3eQP6JoxtKk,3.5
8,s_FAjI51LPU,5.0
8,Csnsq9f_ZkQ,4.6
8,S_lN0-gtWF4,3.6
8,kWku5rgaJWM,3.3
8,20bpjtCbCz0,3.8
8,Q1CFfU2gXHw,3.8
8,jD83QaWy8LI,4.4
8,5bJ_gb19pKQ,5.0
8,m4faDISwSVo,3.5
8,i-LCORFB860,3.5
8,A3_c-aSZF5M,3.2
8,V6ElE2xs48c,3.2
8,fy5hua8oEVQ,4.9
8,JVHFMBfG-cM,4.7
8,V6ElE2xs48c,4.2
8,lM0yu7c6lQk,3.6
8,YRRczTwopgA,5.0
8,RMWTNik9i_8,3.8
8,AiH3nDqWr9I,4.6
8,pWqRw4NfFDA,3.8
8,tN8o_E_f9FQ,3.9
8,L8RxxVYWTIQ,3.9
8,YFHHGETsxkE,3.7
8,7_FJUSBFbJM,5.0
8,qfqVkEYQ1Ls,4.9
9,0GKC_nj7B44,2.4
9,LQicq60aJaw,5.0
9,lcpxLXjYAa8,2.6
9,DxSf6Nb_I7o,4.5
9,73w5fYHqVwA,4.2
9,9Tuqhjq5ANQ,3.5
9,suEeS2v334I,3.8
9,TzQe4sqjZT8,3.1
9,IpN_wAlYZSs,4.8
9,uQWuC7L4_DQ,3.2
9,v7H_Or9Nr5I,3.4
9,zg5lIBmmeRc,3.4
9,xTlNMmZKwpA,2.9
9,Bhplg8YCu-M,4.2
9,20bpjtCbCz0,2.8
9,JKFgn6tNU6w,3.7
9,FA_gIAGNDQ8,4.8
9,gaJMEgf31c4,4.3
9,N7xjGJwuu6E,3.7
9,x2KAYep8FwI,3.6
9,C6SZa5U8sIg,3.7
9,wuEKwkTqdw4,3.2
9,naOKPDCngMI,4.9
9,ObvUP5YxAKg,2.7
9,Z2ttpo7c95s,5.0
9,pn6azlyHzuU,4.5
9,S0OICOBR19Q,4.2
9,teA0Z7ltRSY,4.7
9,cI5RYgvPHLU,3.3
9,wa5eXqjEewE,4.6
9,r8KvT9pZs7k,3.4
9,zkrq7Kpd1so,3.9
9,Y9nDagqKL7Q,3.9
9,2ktuvx9hrMw,2.6
9,Sbl4nCcO0qo,3.7
9,EqeIRzY7hIU,3.7
9,WMefea9aYNA,4.1
9,77McSTzTgg8,2.9
9,kUZlz6VbMCg,4.3
9,9uez2DBg9Mg,2.6
9,#NOME?,4.8
9,Ud5Lq7D5YvU,3.8
9,Bhplg8YCu-M,3.5
9,LTNOYZ44ywM,2.2
9,DuRobNfQK5c,3.5
9,WOUZxG1JcGI,3.3
9,wNhYCsu3WWk,3.2
9,t0Ro2Yqs6mA,3.9
9,caCdf94Blfw,3.8
9,U5sCjnezw4o,5.0
9,AJkOHavUH_A,4.7
9,a9i2wTxsxV0,4.5
9,v7H_Or9Nr5I,4.0
9,Ga7thDlGbs8,3.5
9,lCT0OaVqIQE,4.0
9,JGo_a82jfj8,4.3
9,OImHUNVLlco,3.2
9,VW-5B_g8CrY,4.9
9,oTKbyqkAu7s,5.0
9,sFMehG2tDcA,2.8
9,3yt4JsB9psg,3.0
9,mhog9LEMCDY,4.8
9,sujW2qs0DzE,3.0
9,g30Rhk82rmg,3.6
9,vFQ8hsZsDkA,3.1
9,6xe64i_4GhM,5.0
9,gvuvxLzUB-w,3.0
9,aj_8zEqGh0M,4.4
9,Xyb1fsPG-Xk,4.0
9,Gjs1QSa9fpI,3.5
9,Z2ttpo7c95s,4.5
9,KFm7fKqg13E,2.9
9,9vlKOFd73XM,4.4
9,cy9W-ZywVPc,3.5
9,hlGm5tse8ek,4.2
9,teA0Z7ltRSY,5.0
9,JRzZl_nq6fk,4.0
9,4-flcAEK0QI,4.0
9,GeF_5qo00Uw,4.9
9,Kc6CIwBVo5s,3.2
9,nxWt9wDOr_0,4.3
9,UBGb8jRjK4k,4.0
9,paNVYGfGrqI,4.3
9,c0bsKc4tiuY,2.5
9,biIRlcQqmOc,4.2
9,Zh4c5IrllBg,5.0
9,aBQDFQwfX2w,4.3
9,8eo-L_3OWAQ,4.4
10,aLSG3178eD4,2.9
10,weebcQPRGUE,4.7
10,pEN_htHtt_c,3.8
10,p5HH2UfZ2wE,3.4
10,KcFQfFB5LDA,4.0
10,pgkaAzDMEYA,4.0
10,9yWnVxe1qp8,2.6
10,HCO7BWbKipU,4.4
10,XbxRqlHtKUE,5.0
10,SJNdBNxNGno,3.8
10,YHDbsyyjld0,4.8
10,nWZMfPP34g8,5.0
10,46KwY26PeOs,5.0
10,fmqcXfcrAis,4.5
10,56XbwQ59GbA,3.7
10,xYShiXMGULE,3.1
10,YHDbsyyjld0,5.0
10,aLSG3178eD4,4.3
10,JKP-rOESfMs,4.8
10,qKh7JdoPZz4,3.1
10,272qtYHyylk,5.0
10,LcExeXLNKyY,4.8
10,aLSG3178eD4,3.6
10,xYShiXMGULE,3.9
10,45tSUnisIos,4.5
10,OPaybxgucww,3.9
10,pspGtXW0QYo,3.3
10,N1ikySurAP0,3.6
10,0HX039UdGpU,2.1
10,9yWnVxe1qp8,4.8
10,6kLYXbNZWRs,2.2
10,rNCT91V5dQU,4.9
10,puREqwXzyCI,3.9
10,9yWnVxe1qp8,4.6
10,TaTleo4cOs8,3.6
10,SJsvPv5Q_oY,3.2
10,MIQKlHSD89E,5.0
10,Pc1Obe1BWhc,5.0
10,#NOME?,4.2
